전문/일반,품명,국가,포장단위, 금액(USD)
일반,노자임캡슐10000(판크레아틴장용성제피미세정),GERMANY,100CAP/1BOTTLE/BOX,"  237,526 "
일반,노자임캡슐40000(판크레아틴장용성제피펠렛),GERMANY,100CAP/1BOTTLE/BOX,"  613,216 "
일반,노코리즈액(과산화수소수30%),FRANCE,1L/BOTTLE,"  154,700 "
일반,노페로캡슐(황산제일철장용성제피정),GERMANY,100CAP/1BOTTLE/BOX,"  21,850 "
일반,노페로캡슐(황산제일철장용성제피정),GERMANY,30CAP/1BOTTLE/BOX,"  146,921 "
일반,뉴브이로토이엑스점안액,JAPAN,12ML/BOTTLE,"  312,241 "
일반,뉴브이로토이엑스점안액,JAPAN,13ML/BOTTLE,"  205,218 "
일반,니조랄2%액(케토코나졸),BELGIUM,120ML/BOTTLE,"  4,266,067 "
일반,"니코레트껌2밀리그람(니코틴)(과일향,민트향,후레쉬민트향,후룻민트향,쿨민트향)",SWEDEN,15EA/2PTP/PACK,"  1,700,933 "
일반,"니코레트껌4밀리그람(니코틴)(과일향,민트향,후레쉬민트향,후룻민트향,쿨민트향)",SWEDEN,15EA/2PTP/PACK,"  463,578 "
일반,니코레트인비지패취(니코틴),GERMANY,7매/PACK(13.5X13.5CM),"  39,838 "
일반,니코레트인비지패취(니코틴),GERMANY,7매/PACK(22.5X22.5CM),"  71,923 "
일반,니코틴엘TTS10(니코틴),GERMANY,7PCS/PACK,"  72,486 "
일반,니코틴엘TTS20(니코틴),GERMANY,7PCS/PACK,"  132,016 "
일반,니코틴엘TTS30(니코틴),GERMANY,7PCS/PACK,"  401,034 "
일반,니코틴엘껌2밀리그램(니코틴),SWITZERLAND,12EA/2PTP/PACK,"  438,588 "
일반,니코틴엘껌2밀리그램(니코틴),SWITZERLAND,6EA/4PTP/PACK,"  44,203 "
일반,니코틴엘로젠즈민트향트로키1밀리그램(니코틴타르타르산염수화물),SWITZERLAND,12EA/3PTP/PACK,"  214,088 "
일반,다나펜카타플라스마(플루르비프로펜),TAIWAN,6PIECES/PACK(7CMX14CM),"  157,318 "
일반,다케다알보칠콘센트레이트액(폴리크레줄렌),GERMANY,100ML/BOTTLE,"  217,013 "
일반,다케다알보칠콘센트레이트액(폴리크레줄렌),GERMANY,5ML/BOTTLE,"  209,128 "
일반,단아팬에프카타플라스마(인도메타신),TAIWAN,6매/PACK(7X14CM2),"  57,489 "
일반,더생우쿵카오경고제,TAIWAN,6매(10CMX15CM)/PACK,"  256,893 "
일반,"더존오팔레센스에프15%(레귤라,메론)",USA,1.2ML/4SYRINGE/10BOX/KIT(리필키트),"  79,624 "
일반,"더존오팔레센스에프15%(레귤라,메론)",USA,1.2ML/8SYRINGE/KIT,"  9,914 "
일반,데칼시트산,SWITZERLAND,100G/BOTTLE,"  533,171 "
일반,델코티눈고(살리실산50%),JAPAN,6매/BOX,"  75,410 "
일반,동감고첩부제,TAIWAN,"5매/BAG(1매:9X15CM,6.3G)","  142,980 "
일반,둘코락스에스장용정,INDONESIA,10TAB/2PTP/PACK,"  1,161,366 "
일반,둘코락스에스장용정,INDONESIA,10TAB/4PTP/PACK,"  4,233,423 "
일반,둘코락스에스장용정,INDONESIA,500TAB/BOTTLE,"  562,037 "
일반,둘코락스좌약(비사코딜),INDONESIA,50SUPP/1FOIL/PACK,"  791,620 "
일반,둘코락스좌약(비사코딜),INDONESIA,5SUPP/1FOIL/PACK,"  141,490 "
일반,듀라티얼즈안연고(무수액체라놀린),BELGIUM,3.5G/1TUBE/PACK,"  587,054 "
일반,듀라프렙외용액,USA,26ML/20KIT/CASE,"  499,875 "
일반,드리클로액(염화알루미늄수화물),U.K,20ML/BOTTLE,"  2,643,747 "
일반,득생만통고,TAIWAN,10PIECES/PACK,"  64,701 "
일반,득생활혈산통고,TAIWAN,6매(10CMX15CM)/PACK,"  126,406 "
일반,디어미정,SWITZERLAND,21TAB/1PTP/PACK,"  522,240 "
일반,디클로메드액0.074%(디클로페낙),ITALY,200ML/BOTTLE,"  121,836 "
일반,디프람스프레이0.3%(벤지다민염산염),AUSTRALIA,15ML/BOTTLE,"  65,234 "
일반,라니아정,GERMANY,21TAB/PTP/PACK,"  62,174 "
일반,라미실덤겔1%(테르비나핀),SWITZERLAND,15G/TUBE,"  142,023 "
일반,라미실외용액(테르비나핀염산염),FRANCE,30ML/BOTTLE,"  73,172 "
일반,라미실원스외용액(테르비나핀염산염),SWITZERLAND,4G/TUBE,"  2,962,108 "
일반,라미실크림1%(테르비나핀염산염),SWITZERLAND,15G/TUBE,"  1,601,556 "
일반,라미실크림1%(테르비나핀염산염),SWITZERLAND,30G/TUBE,"  624,834 "
일반,레돌민정,SWITZERLAND,10TAB/2PTP/BOX,"  167,181 "
일반,레미페민정(승마40%이소프로판올건조엑스(6∼11:1),GERMANY,10TAB/6PTP/PACK,"  80,566 "
일반,레반에이치주입연고,JAPAN,2G/10BOTTLE/BOX,"  127,722 "
일반,레스타민코와파우더크림,JAPAN,40G/TUBE,"  18,875 "
일반,"레스피비엔액(옥시메타졸린염산염),레스피비엔액프레쉬민트(옥시메타졸린염산염)",SPAIN,15ML/BOTTLE,"  157,614 "
일반,로게인5%폼에어로졸(미녹시딜),SWITZERLAND,60G/1CAN/PACK,"  249,443 "
일반,로게인5%폼에어로졸(미녹시딜),SWITZERLAND,60G/3CAN/PACK,"  706,212 "
일반,로세릴네일라카(아모롤핀염산염),FRANCE,3ML/BOTTLE,"  768,239 "
일반,로세릴네일라카(아모롤핀염산염),FRANCE,5ML/BOTTLE,"  980,452 "
일반,로세릴크림(아모롤핀염산염),GERMANY,20G/TUBE,"  433,910 "
일반,로와치넥스캡슐,IRELAND,10CAP/5PTP/BOX,"  217,910 "
일반,로와콜연질캡슐,IRELAND,10CAP/5PTP/BOX,"  1,172,178 "
일반,로토씨큐브아쿠아차지아이점안액,JAPAN,13ML/BOTTLE,"  329,344 "
일반,로토지파이뉴점안액,JAPAN,11ML/BOTTLE,"  158,091 "
일반,로토지파이뉴점안액,JAPAN,12ML/BOTTLE,"  154,961 "
일반,루핑점안액(1회용),JAPAN,0.5ML/30TUBE/BOX,"  198,297 "
일반,루핑점안액(1회용),JAPAN,0.5ML/30TUBE/PACK,"  358,807 "
일반,루핑점안액(1회용),JAPAN,0.5ML/36TUBE/BOX,"  100,063 "
일반,루핑점안액(1회용),JAPAN,0.5ML/36TUBE/PACK,"  186,583 "
일반,리만50000엠겔,SWITZERLAND,40G/1TUBE/BOX,"  30,535 "
일반,리포직이디오점안겔(카보머),GERMANY,0.6G/30TUBE/PACK,"  428,116 "
일반,리포직점안겔(카보머),GERMANY,10G/1TUBE/PACK,"  778,310 "
일반,리프레쉬티어즈점안액0.5%(카르복시메틸셀룰로오스나트륨),USA,15ML/BOTTLE,"  214,097 "
일반,리프레쉬플러스점안액0.5%(카르복시메틸셀룰로오스나트륨)(1회용),USA,0.4ML/30TUBE/BOX,"  3,281,962 "
일반,릴리애정,SPAIN,21TAB/1PTP/PACK,"  30,816 "
일반,마이크로실드2액(클로르헥시딘글루콘산염),AUSTRALIA,1.5L/BOTTLE,"  78,484 "
일반,마이크로실드2액(클로르헥시딘글루콘산염),AUSTRALIA,500ML/BOTTLE,"  149,696 "
일반,마이크로실드4액(글루콘산클로르헥시딘),AUSTRALIA,1.5L/BOTTLE,"  283,411 "
일반,마이크로실드4액(글루콘산클로르헥시딘),AUSTRALIA,500ML/BOTTLE,"  360,536 "
일반,마플러스나잘스프레이,GERMANY,20ML/1BOTTLE/PACK,"  575,842 "
일반,만응안통고,CHINA,10PIECE/PACK(10X15CM),"  402,084 "
일반,만응안통고,CHINA,5PIECE/PACK(10X15CM),"  275,544 "
일반,만응안통고,CHINA,6PIECE/PACK(10X15CM),"  151,200 "
일반,만응안통고,CHINA,6PIECE/PACK(7X10CM),"  12,400 "
일반,맨담네오한방첩부제,TAIWAN,6PIECE/BAG,"  191,839 "
일반,머시론정,SPAIN,21TAB/1PTP/PACK,"  2,005,353 "
일반,멘소래담로션(Mentholatumlotion),USA,100ML/1EA/BOX,"  746,947 "
일반,멘소래담로션(Mentholatumlotion),USA,450ML/1EA/BOX,"  505,080 "
일반,멘소래담로션(Mentholatumlotion),USA,75ML/1EA/BOX,"  798,386 "
일반,멜리안정,FRANCE,21TAB/1PTP/BOX,"  361,641 "
일반,뮤로128점안액5%(염화나트륨),USA,15ML/BOTTLE,"  177,752 "
일반,뮤코펙트정(암브록솔염산염),INDONESIA,10TAB/1PTP/PACK,"  79,179 "
일반,뮤코펙트정(암브록솔염산염),INDONESIA,500TAB/BOTTLE,"  785,792 "
일반,미뉴렛정,IRELAND,21TAB/1PTP/PACK,"  300,989 "
일반,미니온플라스타,JAPAN,60매/CASE,"  359,682 "
일반,미니온플라스타,JAPAN,96매/CASE,"  347,522 "
일반,미보(MEBO)연고,CHINA,10G/TUBE,"  590,000 "
일반,바이엘아스피린정500밀리그람,GERMANY,10TAB/10PTP/PACK,"  17,645 "
일반,바이엘아스피린정500밀리그람,INDONESIA,10TAB/2PTP/PACK,"  484,524 "
일반,바이오아지니나액(L-아르기닌),ITALY,20ML/20VIAL/BOX,"  192,378 "
일반,박티그라(초산클로르헥시딘),U.K,10EA/CARTON(10X10CM),"  59,782 "
일반,박티그라(초산클로르헥시딘),U.K,10EA/CARTON(15X20CM),"  9,727 "
일반,박티그라(초산클로르헥시딘),U.K,12EA/CARTON(15X100CM),"  13,714 "
일반,반테린코와이엑스크림,JAPAN,35G/TUBE,"  23,027 "
일반,반테린코와크리미겔,JAPAN,35G/TUBE,"  36,217 "
일반,베타딘인후스프레이(포비돈요오드),CYPRUS,50ML/BOTTLE,"  1,308,811 "
일반,보니타정,SPAIN,21TAB/1PTP/PACK,"  54,768 "
일반,부광더모픽스겔(세르타코나졸질산염)(수입명:Dermofixgel),SPAIN,100ML/1BOTTLE/PACK,"  136,982 "
일반,부스코판당의정(부틸스코폴라민브롬화물),INDONESIA,10TAB/1PTP/PACK,"  284,955 "
일반,부스코판당의정(부틸스코폴라민브롬화물),INDONESIA,500TAB/BOTTLE,"  562,215 "
일반,부스코판플러스정,INDONESIA,10TAB/1PTP/PACK,"  163,068 "
일반,부스코판플러스정,INDONESIA,10TAB/2PTP/PACK,"  41,752 "
일반,비디클로라프렙외용액,USA,10.5ML/1SACHET/PACK,"  1,125 "
일반,비디클로라프렙외용액,USA,26ML/1SACHET/PACK,"  2,170 "
일반,비아핀에멀젼(트롤아민),FRANCE,46.5G/TUBE,"  285,988 "
일반,비오플250산(사카로마이세스보울라르디균),FRANCE,200포/CASE,"  4,668,578 "
일반,비오플250캡슐(사카로마이세스보울라르디균),FRANCE,6CAP/8PTP/CASE,"  1,513,875 "
일반,비판텐연고(덱스판테놀),GERMANY,100G/1TUBE/PACK,"  282,856 "
일반,비판텐연고(덱스판테놀),GERMANY,30G/1TUBE/PACK,"  2,105,439 "
일반,사리돈에이정,INDONESIA,10TAB/1PTP/PACK,"  664,652 "
일반,서근령약교포,TAIWAN,5PIECE/BAG(10*15CM),"  61,824 "
일반,세파셀렌정100마이크로그램(아셀렌산나트륨오수화물),GERMANY,20TAB/10PTP/BOX,"  320,626 "
일반,세파셀렌정100마이크로그램(아셀렌산나트륨오수화물),GERMANY,20TAB/3PTP/BOX,"  51,121 "
일반,센스데이정,SPAIN,21TAB/1PTP/BOX,"  2,162,717 "
일반,센스리베정,U.K,21TAB/1PTP/BOX,"  722,135 "
일반,센티렉스실버어드밴스정,TAIWAN,30TAB/BOTTLE,"  64,277 "
일반,센티렉스어드밴스정,TAIWAN,30TAB/BOTTLE,"  260,698 "
일반,소프타-맨액,GERMANY,1000ML/BOTTLE,"  76,571 "
일반,솔레쉬트로키,USA,9LOZENGE/2BLISTER/PACK,"  105,819 "
일반,스완안약(SWANEYEDROPS),JAPAN,15ML/BOTTLE,"  91,133 "
일반,스완타치,JAPAN,15ML/BOTTLE,"  1,343 "
일반,스타빅현탁액(디옥타헤드랄스멕타이트),CHINA,20ML/20SACHET/BOX,"  260,156 "
일반,스테리스-40액(35.5%과아세트산),USA,194.2G/20EA/BOX,"  16,170 "
일반,"스트렙실허니앤레몬트로키(플루르비프로펜),스트렙실오렌지트로키(플루르비프로펜)",U.K,(12TROCHE/1PTP)X72CARTON/CASE,"  129,220 "
일반,"스트렙실허니앤레몬트로키(플루르비프로펜),스트렙실오렌지트로키(플루르비프로펜)",U.K,(6TROCHE/2PTP)X72CARTON/CASE,"  184,655 "
일반,스티몰액(말산시트룰린),FRANCE,10ML/18SACHET/BOX,"  264,730 "
일반,스티몰액(말산시트룰린),FRANCE,10ML/36SACHET/BOX,"  273,612 "
일반,슬림락정,JAPAN,50TAB/1PTP/BOX,"  261,420 "
일반,시카포스겔(카보머),GERMANY,10G/TUBE,"  72,094 "
일반,시카플루이드점안겔(카보머),FRANCE,10G/BOTTLE,"  194,671 "
일반,쓰리엠스테리-가스EO카트리지,USA,100G/12EA/BOX,"  249,460 "
일반,쓰리엠스테리-가스EO카트리지,USA,170G/12EA/BOX,"  516,168 "
일반,아세사이드액(저농도과초산평형혼합물),JAPAN,1제(750ML)+2제(750ML)/SET,"  67,564 "
일반,아세사이드액(저농도과초산평형혼합물),JAPAN,1제(875ML)+2제(875ML)/SET,"  1,102,884 "
일반,아세사이드액(저농도과초산평형혼합물),JAPAN,750ML/2BOTTLE/SET,"  23,764 "
일반,아세사이드액(저농도과초산평형혼합물),JAPAN,875ML/2BOTTLE/SET,"  219,876 "
일반,아스파라이트박점안액,JAPAN,15ML/BOTTLE,"  42,986 "
일반,아스피린프로텍트정100밀리그람,GERMANY,14TAB/7PTP/PACK,"  1,816,857 "
일반,아스피린프로텍트정100밀리그람,GERMANY,50TAB/10PTP/PACK,"  9,457,076 "
일반,아이미루40이엑스골드점안액,JAPAN,13ML/BOTTLE,"  136,570 "
일반,아이미루40이엑스점안액,JAPAN,13ML/BOTTLE,"  282,743 "
일반,아이미루40이엑스점안액,JAPAN,15ML/BOTTLE,"  293,306 "
일반,아이미루콘택트퓨어점안액,JAPAN,10ML/BOTTLE,"  82,432 "
일반,아이미루콘택트퓨어점안액,JAPAN,12ML/BOTTLE,"  87,139 "
일반,아이봉더블유세안액,JAPAN,480ML/BOTTLE,"  592,432 "
일반,아이봉씨세안액,JAPAN,480ML/BOTTLE,"  326,044 "
일반,아이오도좁연고(카덱소머요오드),AUSTRALIA,10G/4TUBE/BOX,"  1,437 "
일반,아이챰브이아이드롭스점안액,JAPAN,15ML/BOTTLE,"  16,603 "
일반,아젤리아크림(아젤라산),DENMARK,30G/TUBE,"  57,150 "
일반,아프타치정(트리암시놀론아세토니드),JAPAN,10TAB/1PTP/PACK,"  822,960 "
일반,안티스탁스정360밀리그램(비티스비니페라엽건조엑스),GERMANY,15TAB/4PTP/PACK,"  351,596 "
일반,알소프트액,JAPAN,1L/BOTTLE,"  34,776 "
일반,알카파워정,USA,2TAB/10PTP/BOX,"  25,920 "
일반,애드빌리퀴겔연질캡슐(이부프로펜),AUSTRALIA,10CAP/1PTP/CARTON,"  363,944 "
일반,애드빌리퀴겔연질캡슐(이부프로펜),AUSTRALIA,30CAP/BOTTLE,"  148,406 "
일반,애드빌정(이부프로펜),AUSTRALIA,10TAB/1BLISTER/PACK,"  26,373 "
일반,애바가드외용액,USA,500ML/8BOTTLE/CARTON,"  480,310 "
일반,액티넘이엑스골드정,JAPAN,90TAB/BOTTLE,"  628,793 "
일반,액티넘이엑스플러스정,JAPAN,120TAB/BOTTLE,"  649,867 "
일반,얄액,GERMANY,67.5ML/10BOTTLE/BOX,"  422,343 "
일반,어인약손파스,TAIWAN,5PIECE/PACK(15*11CM),"  263,376 "
일반,에이리스정,IRELAND,21TAB/1PTP/PACK,"  768,007 "
일반,에이치엠씨엔에프산(과탄산나트륨),SWITZERLAND,1KG/CAN,"  297,725 "
일반,엘레비트정,SWITZERLAND,10TAB/10PTP/PACK,"  409,350 "
일반,엘엠엑스4크림(리도카인),USA,5G/TUBE,"  24,024 "
일반,엘-크라넬알파액0.025%(알파트라디올),GERMANY,100ML/BOTTLE,"  338,508 "
일반,영진젤라틴공캡슐2호,JAPAN,150000CAP/BOX,"  100,987 "
일반,오큐바이트프리저비전정,USA,120TAB/1BOTTLE/PACK,"  261,149 "
일반,오트리빈0.05%비강분무액(자일로메타졸린염산염),SWITZERLAND,10ML/BOTTLE,"  181,350 "
일반,오트리빈멘톨0.1%분무제(자일로메타졸린염산염),SWITZERLAND,10ML/BOTTLE,"  3,259,709 "
일반,오트리빈베이비내추럴비강분무액(염화나트륨),ITALY,15ML/BOTTLE,"  266,165 "
일반,오트리빈베이비내추럴비강분무액(염화나트륨),SWITZERLAND,15ML/BOTTLE,"  900,038 "
일반,오트리빈에스비강분무액(옥시메타졸린염산염),SWITZERLAND,10ML/BOTTLE,"  550,886 "
일반,오현파마활혈진통고,TAIWAN,6PIECES/PACK,"  66,198 "
일반,옥테니셉트액,GERMANY,50ML/BOTTLE,"  90,628 "
일반,옵티덤크림,GERMANY,50G/TUBE,"  12,229 "
일반,위드원엘과립,JAPAN,6STICK/CASE,"  150,905 "
일반,유카본정,AUSTRIA,10TAB/10PTP/BOX,"  164,371 "
일반,인도포르테카타플라스마(인도메타신),TAIWAN,6매/PACK(7X14CM2),"  59,100 "
일반,일청허리케인스프레이(벤조카인),USA,59.2ML/CAN,"  18,525 "
일반,재우스오라쿠고에이취플라스타(살리실산),JAPAN,6매/BOX(7MM),"  21,548 "
일반,젤존팝카타플라스마(플루르비프로펜),TAIWAN,6매/PACK(7CMX14CM),"  107,896 "
일반,조아팝(플루르비프로펜),TAIWAN,10EA/PACK(7CMX14CM),"  728,517 "
일반,조아팝(플루르비프로펜),TAIWAN,6PIECE/PACK(7CMX14CM),"  640,963 "
일반,종근당캡슈겔옐로우젤라틴공캡슐5호,JAPAN,"350,000CAP/BOX","  111,327 "
일반,종근당캡슈겔화이트젤라틴공캡슐5호,JAPAN,"350,000CAP/BOX","  477,360 "
일반,지르텍정(세티리진염산염),SWITZERLAND,10TAB/10PTP/BOX,"  1,763,643 "
일반,지르텍정(세티리진염산염),SWITZERLAND,10TAB/1PTP/BOX,"  3,554,504 "
일반,징코산캅셀,SWITZERLAND,30CAP/BOTTLE,"  142,949 "
일반,카네스텐질정(클로트리마졸),GERMANY,6TAB/1PTP/PACK,"  230,500 "
일반,카네스텐크림(클로트리마졸),AUSTRALIA,100G/1TUBE/PACK,"  197,060 "
일반,카네스텐크림(클로트리마졸),AUSTRALIA,10G/1TUBE/PACK,"  263,832 "
일반,카네스텐크림(클로트리마졸),AUSTRALIA,20G/1TUBE/PACK,"  891,447 "
일반,카미스타드-엔겔,GERMANY,10G/1TUBE/BOX,"  167,071 "
일반,카베진코와알파정,JAPAN,100TAB/BOTTLE,"  107,596 "
일반,카베진코와알파정,JAPAN,12TAB/1PTP/PACK,"  88,812 "
일반,카베진코와알파정,JAPAN,300TAB/BOTTLE,"  1,726,587 "
일반,카비드츄어블정,NORWAY,30TAB/BOTTLE,"  317,506 "
일반,카비드츄어블정,NORWAY,60TAB/BOTTLE,"  334,905 "
일반,칼테오-40정(Calteo-40Tablets),USA,180TAB/BOTTLE,"  171,120 "
일반,칼트레이트디400,AUSTRALIA,30TAB/BOTTLE,"  30,455 "
일반,칼트레이트디400,AUSTRALIA,60TAB/1BOTTLE/CARTON,"  67,497 "
일반,칼트레이트디400,AUSTRALIA,60TAB/BOTTLE,"  50,913 "
일반,칼트레이트플러스디500정,AUSTRALIA,60TAB/2BOTTLE/CARTON,"  49,270 "
일반,케이앤에프젤라틴공캡슐3호,JAPAN,"200,000CAP/CARTON","  46,605 "
일반,케이앤에프젤라틴공캡슐4호,JAPAN,"250,000CAP/CARTON","  275,305 "
일반,케토팝더생(케토프로펜),TAIWAN,6매/PACK(7CMX14CM),"  39,240 "
일반,코네티비나겔(히알우론산나트륨),ITALY,30G/TUBE,"  54,480 "
일반,코로로에스피가글액(글루콘산클로르헥시딘액),JAPAN,50ML/BOTTLE,"  20,494 "
일반,콘투락투벡스겔,GERMANY,10G/TUBE,"  24,317 "
일반,콘투락투벡스겔,GERMANY,50G/TUBE,"  55,455 "
일반,크레온캡슐10000(판크레아스분말),GERMANY,100CAP/BOTTLE,"  99,951 "
일반,크레온캡슐25000(판크레아스분말),GERMANY,100CAP/BOTTLE,"  130,154 "
일반,크레온캡슐40000(판크레아스분말),GERMANY,100CAP/BOTTLE,"  172,616 "
일반,클라리틴정(로라타딘),BELGIUM,10TAB/1PTP/PACK,"  26,412 "
일반,클라리틴정(로라타딘),BELGIUM,15TAB/2PTP/PACK,"  105,256 "
일반,타스코젤라틴공캡슐0호,INDIA,"100,000CAP/CARTON","  52,340 "
일반,타스코젤라틴공캡슐1호,INDIA,"100,000CAP/CARTON","  33,288 "
일반,타스코젤라틴공캡슐2호,INDIA,175000CAP/CARTON,"  20,517 "
일반,타이거밤화이트,MALAYSIA,19G/BOTTLE,  18 
일반,탄툼베르데네뷸라이저(벤지다민염산염),ITALY,30ML/BOTTLE,"  273,819 "
일반,테라플루나이트타임건조시럽,CANADA,14.875G/6SACHET/CARTON,"  559,001 "
일반,테라플루나이트타임건조시럽,CANADA,14.888G/6SACHET/CARTON,"  1,186,103 "
일반,테라플루데이타임건조시럽,CANADA,14.875G/6SACHET/CARTON,"  1,055,250 "
일반,테라플루콜드앤코프나이트타임건조시럽,USA,10.060G/10SACHET/CARTON,"  851,886 "
일반,테라플루콜드앤코프데이타임건조시럽,USA,10.060G/10SACHET/CARTON,"  476,279 "
일반,트라보겐크림(이소코나졸질산염),DENMARK,20G/TUBE,"  107,621 "
일반,트란시노2정,JAPAN,6TAB/20PTP/BOX,"  121,509 "
일반,티얼즈내츄럴Ⅱ점안액,SINGAPORE,15ML/1BOTTLE/PACK,"  25,229 "
일반,티얼즈내츄럴프리점안액(1회용),FRANCE,0.8ML/32TUBE/PACK(1회용),"  83,960 "
일반,페라세이프(과붕산나트륨),U.K,16.2G/100PACK/BOX,"  126,324 "
일반,페라세이프(과붕산나트륨),U.K,162G/12BOTTLE/BOX,"  1,370,890 "
일반,페라세이프(과붕산나트륨),U.K,810G/6BOTTLE/BOX,"  132,139 "
일반,페스내추럴비강분무액(염화나트륨),AUSTRALIA,98G/CAN,"  125,030 "
일반,포소루틴점안액(트록세루틴),GERMANY,10ML/BOTTLE,"  43,646 "
일반,포스테리산연고,GERMANY,25G/TUBE,"  61,294 "
일반,포스테리산좌제,GERMANY,10EA/1FOIL/PACK,"  25,685 "
일반,포스테리산좌제,GERMANY,10EA/CASE,"  48,412 "
일반,포텐시에이터액(엘-아스파르트산-엘-아르기닌),SPAIN,10ML/20AMP/BOX,"  489,924 "
일반,폴락스산(마크로골4000),FRANCE,10.167G/10포/BOX,"  606,725 "
일반,폴락스산4그램(폴리에틸렌글리콜4000),FRANCE,4.07G/20SACHET/BOX,"  514,607 "
일반,풀케어네일라카(시클로피록스),LUXEMBOURG,3.3ML/1BOTTLE/BOX,"  379,341 "
일반,풀케어네일라카(시클로피록스),LUXEMBOURG,6.6ML/1BOTTLE/BOX,"  1,206,202 "
일반,프리페민정(아그누스카스투스열매60%에탄올건조엑스(6~12→1)·콜로이드성이산화규소혼합물(1:1)),SWITZERLAND,30TAB/3PTP/BOX,"  100,089 "
일반,플랙스올(멘톨),USA,4OZ(113G)/BOTTLE,"  66,413 "
일반,피지오머비강세척액스프레이노즐(멸균등장해수)/피지오머비강세척액젯노즐(멸균등장해수),FRANCE,115ML/BOTTLE,"  546,766 "
일반,피지오머비강세척액스프레이노즐(멸균등장해수)/피지오머비강세척액젯노즐(멸균등장해수),FRANCE,135ML/BOTTLE,"  51,544 "
일반,협진폴리엘가정(돼지비장가수분해분말),GERMANY,10TAB/10PTP/PACK,"  545,579 "
일반,화이투벤나잘스프레이0.05%(자일로메타졸린염산염),DENMARK,1BOTTLE/BOX,  98 
일반,화이투벤나잘스프레이0.1%(자일로메타졸린염산염)/화이투벤멘톨나잘스프레이0.1%(자일로메타졸린염산염),DENMARK,1BOTTLE/BOX,"  309,783 "
일반,황한당센나분포,JAPAN,25SACHET/PACK,"  31,168 "
일반,황한당센나분포,JAPAN,50SACHET/PACK,"  12,563 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,10ML/1PFS/BOX,"  321,517 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,10ML/1SYRINGE/BOX,"  136,699 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,10ML/1VIAL/BOX,"  98,433 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,15ML/1VIAL/BOX,"  39,885 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,15ML/5PFS/BOX,"  1,806,465 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,15ML/5SYRINGE/BOX,"  2,784,437 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,20ML/1VIAL/BOX,"  31,197 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,20ML/5PFS/BOX,"  977,365 "
전문,1.도타렘주2.도타렘주프리필드시린지,FRANCE,20ML/5SYRINGE/BOX,"  325,331 "
전문,5-에이치티피캅셀(5-하이드록시트립토판(옥시트립탄)),TAIWAN,50CAP/BOTTLE,"  30,100 "
전문,"D3베이스주100,000IU(콜레칼시페롤)",ITALY,1ML/6AMP/BOX,"  44,863 "
전문,"D3베이스주300,000IU(콜레칼시페롤)",ITALY,1ML/2AMP/BOX,"  83,839 "
전문,가나톤정50밀리그램(이토프리드염산염),JAPAN,10TAB/10PTP/BOX,"  47,801 "
전문,가나톤정50밀리그램(이토프리드염산염),JAPAN,500TAB/BOTTLE,"  120,940 "
