,전문/일반,품목명,국가,포장단위,sales,year
47,전문,아큐베일점안액0.45%,USA,0.4ML/30TUBE/BOX,"  801,979 ",2017
48,전문,아다셀주,CANADA,0.5ML/VIAL,"  4,376,782 ",2017
49,전문,아달라트오로스정30,GERMANY,10TAB/7PTP/PACK,"  5,848,239 ",2017
50,전문,아달라트오로스정60,GERMANY,10TAB/7PTP/PACK,"  5,084,353 ",2017
51,전문,아달라트연질캅셀5밀리그램,GERMANY,10CAP/6PTP/PACK,"  87,370 ",2017
52,전문,애드세트리스주,DENMARK,50MG/1VIAL/PACK,"  1,889,257 ",2017
53,전문,아뎀파스정2.5밀리그램,GERMANY,21TAB/2PTP/PACK,"  36,385 ",2017
54,전문,아데노코주사,U.K,2ML/6VIAL/BOX,"  189,586 ",2017
55,전문,아데포스엘주20밀리그램,JAPAN,2ML/AMP,"  75,037 ",2017
56,전문,아드바그랍서방캡슐0.5밀리그램,NETHERLANDS,10CAP/5PTP/BOX,"  631,985 ",2017
57,전문,아드바그랍서방캡슐1밀리그램,NETHERLANDS,10CAP/5PTP/BOX,"  6,581,644 ",2017
58,전문,아드바그랍서방캡슐5밀리그램,NETHERLANDS,10CAP/5PTP/BOX,"  1,913,965 ",2017
59,전문,아드반탄크림,AUSTRIA,15G/TUBE/PACK,"  514,277 ",2017
60,전문,아드반탄연고,AUSTRIA,15G/TUBE,"  691,922 ",2017
61,전문,애드베이트주,AUSTRIA,1000IU/SET,"  15,646,962 ",2017
62,전문,애드베이트주,AUSTRIA,1500IU/SET,"  11,734,068 ",2017
63,전문,애드베이트주,AUSTRIA,250IU/SET,"  456,061 ",2017
64,전문,애드베이트주,AUSTRIA,250IU/SST,"  1,875,889 ",2017
65,전문,애드베이트주,AUSTRIA,500IU/SET,"  7,085,304 ",2017
66,전문,에리우스정,BELGIUM,10TAB/10PTP/PACK,"  4,367 ",2017
67,전문,에리우스정,BELGIUM,15TAB/2PTP/PACK,"  425,274 ",2017
68,전문,아피니토정10밀리그램,SWITZERLAND,10TAB/3PTP/PACK,"  7,904,545 ",2017
69,전문,아피니토정2.5밀리그램,SWITZERLAND,10TAB/3PTP/PACK,"  145,344 ",2017
70,전문,아피니토정5밀리그램,SWITZERLAND,10TAB/3PTP/PACK,"  2,211,783 ",2017
71,전문,아그라스타트주,AUSTRALIA,50ML/VIAL,"  364,292 ",2017
72,전문,아그리팔S1프리필드시린지,U.K,0.5ML/10PFS/BOX,"  1,093,402 ",2017
73,전문,아그릴린캡슐0.5밀리그램,USA,100CAP/1BOTTLE/CARTON,"  1,202,334 ",2017
74,전문,에어플루잘포스피로500,GERMANY,1INHALER/1PACK,"  16,969 ",2017
75,전문,알카인0.5%점안액,BELGIUM,15ML/1BOTTLE/PACK,"  284,668 ",2017
76,전문,알닥톤필름코팅정25밀리그램,U.K,10TAB/10PTP/CARTON,"  1,021,372 ",2017
77,전문,알다라크림,AUSTRALIA,250MG/12포/CARTON,"  348,964 ",2017
78,전문,젠자임알두라자임주,USA,5ML/VIAL,"  3,867,639 ",2017
79,전문,알레센자캡슐150밀리그램,ITALY,8CAP/28PTP/PACK,"  1,984,509 ",2017
80,전문,알레기살드라이시럽,JAPAN,100G/BOTTLE,"  296,872 ",2017
81,전문,알레기살점안액,JAPAN,5ML/10BOTTLE/BOX,"  59,889 ",2017
82,전문,알림타주100밀리그램,USA,1VIAL/PACK,"  1,046,645 ",2017
83,전문,알림타주500밀리그램,USA,1VIAL/PACK,"  10,189,729 ",2017
84,전문,알리톡연질캡슐10밀리그램,SWITZERLAND,10CAP/3PTP/BOX,"  528,284 ",2017
85,전문,알리톡연질캡슐30밀리그램,SWITZERLAND,10CAP/3PTP/BOX,"  1,515,749 ",2017
86,전문,알케란주,U.K,1VIAL/PACK,"  49,009 ",2017
87,전문,알케란정,MAURITIUS,25TAB/BOTTLE,"  72,864 ",2017
88,전문,알레락정5㎎,JAPAN,10TAB/10PTP/BOX,"  458,123 ",2017
89,전문,알레락정5㎎,JAPAN,500TAB/1BOTTLE/BOX,"  1,353,372 ",2017
90,전문,알러쿨점안액0.1%,JAPAN,5ML/BOTTLE,"  1,182,925 ",2017
91,전문,스크랫치테스트용알러젠추출물,USA,5ML/VIAL,"  10,279 ",2017
92,전문,치료용알러젠추출물주사,USA,10ML/BOTTLE,"  51,996 ",2017
93,전문,알레고비트데포주사,GERMANY,3ML/2VIAL(A+B)/BOX,"  8,042 ",2017
94,전문,알레고비트데포주사,GERMANY,3ML/2VIAL(B+B)/BOX,"  7,655 ",2017
95,전문,알록시주,IRELAND,1.5ML/VIAL,"  3,419,789 ",2017
96,전문,알록시주,IRELAND,5ML/VIAL,"  4,195,038 ",2017
97,전문,알파간피점안액0.15%,USA,5ML/BOTTLE,"  4,205,382 ",2017
98,전문,알포린주1.5그램,ITALY,1.5G/10VIAL/PACK,"  116,274 ",2017
99,전문,알포린주250밀리그램,ITALY,10VIAL/PACK,"  1,940 ",2017
100,전문,알포린주750밀리그램,ITALY,10VIAL/PACK,"  62,745 ",2017
101,전문,알타고연고,U.K,5G/1TUBE/PACK,"  99,922 ",2017
102,전문,알베스코흡입제160,CANADA,1통/BOX(60회분무),"  104,594 ",2017
103,전문,알베스코흡입제160,SWITZERLAND,1통/BOX(60회분무),"  337,786 ",2017
104,전문,알베스코흡입제80,CANADA,1통/BOX(60회분무),"  15,667 ",2017
105,전문,알베스코흡입제80,SWITZERLAND,1통/BOX(60회분무),"  50,586 ",2017
106,전문,암비솜주사,U.K,50MG/10VIAL/BOX,"  6,425,734 ",2017
107,전문,암비솜주사,U.K,50MG/VIAL,"  4,907,286 ",2017
108,전문,아미노스테릴엔-헤파8%주,AUSTRIA,250ML/10VIAL/BOX,"  236,856 ",2017
109,전문,아미노스테릴엔-헤파8%주,AUSTRIA,500ML/10VIAL/BOX,  53 ,2017
110,전문,암피베실정5mg,SWITZERLAND,100TAB/1BOTTLE/PACK,"  181,418 ",2017
111,전문,암피베실정5mg,SWITZERLAND,10TAB/3PTP/PACK,"  56,500 ",2017
112,전문,안드리올테스토캡스연질캡슐,NETHERLANDS,6TAB/10PTP/PACK,"  666,099 ",2017
113,전문,안드로쿨정,FRANCE,10TAB/5PTP/PACK,"  320,432 ",2017
114,전문,아넥세이트주0.5밀리그램,GERMANY,5ML/5AMP/BOX,"  1,051,332 ",2017
115,전문,안젤릭정,GERMANY,28TAB/1PTP/PACK,"  5,132,130 ",2017
116,전문,애니오자임디디원,FRANCE,1L/12BOTTLE/BOX,"  171,294 ",2017
117,전문,애니오자임디디원,FRANCE,5L/4BOTTLE/BOX,"  90,065 ",2017
118,전문,아노로62.5엘립타,U.K,1INHALER/PACK(30DOSE),"  2,399,136 ",2017
119,전문,안자탁스주,AUSTRALIA,16.7ML/VIAL/PACK,"  20,024 ",2017
120,전문,안자탁스주,AUSTRALIA,25ML/VIAL/PACK,"  42,554 ",2017
121,전문,안자탁스주,AUSTRALIA,50ML/VIAL/PACK,"  86,655 ",2017
122,전문,안자탁스주,AUSTRALIA,5ML/VIAL/PACK,"  12,433 ",2017
123,전문,애피드라주솔로스타,GERMANY,3ML/5PEN/PACK,"  1,683,870 ",2017
124,전문,애피드라주바이알,GERMANY,10ML/1VIAL/PACK,"  132,249 ",2017
125,전문,아라바정10밀리그램,GERMANY,30TAB/BOTTLE,"  1,762,204 ",2017
126,전문,아라바정20밀리그램,GERMANY,30TAB/1BOTTLE/PACK,"  1,534,111 ",2017
127,전문,알콕시아정30밀리그램,AUSTRALIA,10TAB/3PTP/PACK,"  1,905,142 ",2017
128,전문,아가메이트젤리,JAPAN,25G/21EA/UNIT,"  752,546 ",2017
129,전문,"에이알아이몰리부덴,테크네튬제너레이터(과테크네튬산나트륨(99mTc)주사액제너레이터)",AUSTRALIA,1080MCI/PACK,"  16,315 ",2017
130,전문,"에이알아이몰리부덴,테크네튬제너레이터(과테크네튬산나트륨(99mTc)주사액제너레이터)",AUSTRALIA,1620MCI/PACK,"  101,238 ",2017
131,전문,"에이알아이몰리부덴,테크네튬제너레이터(과테크네튬산나트륨(99mTc)주사액제너레이터)",AUSTRALIA,3240MCI/PACK,"  1,578 ",2017
132,전문,"에이알아이몰리부덴,테크네튬제너레이터(과테크네튬산나트륨(99mTc)주사액제너레이터)",AUSTRALIA,810MCI/PACK,"  15,806 ",2017
133,전문,에이알아이요오드화나트륨(131I)캅셀3GBq,AUSTRALIA,3000MBQ(81MCI),  373 ,2017
134,전문,에이알아이요오드화나트륨(131I)캅셀6GBq,AUSTRALIA,6000MBQ(162MCI),  524 ,2017
135,전문,아리셉트구강용해필름10밀리그램(도네페질염산염),JAPAN,10MG/30PIECE/BOX,"  37,202 ",2017
136,전문,아리셉트구강용해필름5밀리그램(도네페질염산염),JAPAN,5MG/30PIECE/BOX,"  30,294 ",2017
137,전문,아리돌흡입용캡슐콤비팩,AUSTRALIA,19CAP/PACK,"  599,712 ",2017
138,전문,아리미덱스정,U.K,14TAB/2PTP/PACK,"  4,496,524 ",2017
139,전문,아릭스트라주,AUSTRALIA,0.5ML/10PFS/PACK,"  39,567 ",2017
140,전문,알레버트정,GERMANY,10TAB/10PTP/PACK,"  121,379 ",2017
141,전문,아로마신정25mg,U.K,15TAB/2PTP/BOX,"  516,197 ",2017
142,전문,아시트리주,INDIA,10ML/1VIAL/BOX,"  2,500 ",2017
143,전문,아사콜관장액4그램/100밀리리터,PORTUGAL,4G/BOTTLE,"  299,814 ",2017
144,전문,아스몬츄정4밀리그램,TURKEY,14TAB/2PTP/UNIT,"  47,768 ",2017
145,전문,아스몬츄정5밀리그램,TURKEY,14TAB/2PTP/UNIT,"  50,952 ",2017
146,전문,아스몬정10밀리그램,TURKEY,14TAB/2PTP/UNIT,"  258,805 ",2017
147,전문,아타칸정32밀리그램,SWEDEN,15TAB/2PTP/PACK,"  552,687 ",2017
148,전문,아타칸플러스정16/12.5mg,SWEDEN,100TAB/1BOTTLE/PACK,"  2,377,489 ",2017
149,전문,아타칸플러스정16/12.5mg,SWEDEN,30TAB/1BOTTLE/PACK,"  2,752,196 ",2017
150,전문,아토르빈정10밀리그램,SLOVENIA,10TAB/3PTP/PACK,"  846,809 ",2017
151,전문,아토르빈정20밀리그램,SLOVENIA,10TAB/3PTP/PACK,"  76,588 ",2017
152,전문,아토젯정10/10밀리그램,USA,10TAB/3PTP/PACK,"  8,225,573 ",2017
153,전문,아토젯정10/20밀리그램,USA,10TAB/3PTP/PACK,"  7,765,277 ",2017
154,전문,아토젯정10/40밀리그램,USA,10TAB/3PTP/PACK,"  1,137,418 ",2017
155,전문,에이티피주20밀리그램,JAPAN,2ML/50AMP/BOX,"  179,810 ",2017
156,전문,아트로벤트흡입액유디비,FRANCE,2ML/20VIAL/PACK,"  1,165,333 ",2017
157,전문,오바지오필름코팅정14밀리그램,USA,14TAB/2PTP/PACK,"  1,427,811 ",2017
158,전문,아바미스나잘스프레이,U.K,1INHALER/PACK(10DOSE),"  2,315,118 ",2017
159,전문,아바스틴주,SWITZERLAND,16ML/1VIAL/PACK,"  35,118,011 ",2017
160,전문,아바스틴주,SWITZERLAND,4ML/1VIAL/PACK,"  21,905,810 ",2017
161,전문,아박심160U성인용주,FRANCE,0.5ML/1PFS/BOX,"  1,176,000 ",2017
162,전문,아박심160U성인용주,FRANCE,0.5ML/1PFS/BOX,"  5,070,170 ",2017
163,전문,아박심80U소아용주,FRANCE,0.5ML/1PFS/BOX,"  2,614,482 ",2017
164,전문,아벨록스주400밀리그램,GERMANY,250ML/1BOTTLE/PACK,"  3,718,600 ",2017
165,전문,아벨록스정400밀리그램,GERMANY,5TAB/6PTP/PACK,"  533,690 ",2017
166,전문,아비텐압축형,USA,6PIECE/BOX(70X35X1MM),"  1,411,608 ",2017
167,전문,아보다트연질캡슐0.5밀리그램,U.K,10CAP/3PTP/PACK,"  8,685,866 ",2017
168,전문,아보넥스펜주,U.K,0.5ML/4PFS/PACK,"  531,955 ",2017
169,전문,아질렉트정,GERMANY,10TAB/3PTP/PACK,"  9,330,511 ",2017
170,전문,아좁트점안액,U.K,5ML/1BOTTLE/PACK,"  415,433 ",2017
171,전문,바라크루드정0.5밀리그램,USA,10TAB/3PTP/PACK,"  32,660,167 ",2017
172,전문,바라크루드정1.0밀리그램,USA,10TAB/3PTP/PACK,"  3,821,019 ",2017
173,전문,발긴발포과립,JAPAN,4G/500포/CARTON,"  113,149 ",2017
174,전문,바리탑에치디현탁용분말,JAPAN,300G/BOTTLE,"  352,308 ",2017
175,전문,베이사글라퀵펜100단위/밀리리터,AUSTRIA,3ML/5PEN/PACK,"  530,361 ",2017
176,전문,바티도르점안액,USA,5ML/BOTTLE,"  200,019 ",2017
177,전문,바슈롬플루비프로펜나트륨점안액0.03%,USA,2.5ML/1PEN/PACK,"  116,052 ",2017
178,전문,박스터세보플루란흡입액,USA,250ML/6INHALER/BOX,"  24,164 ",2017
179,전문,박스터메트로니다졸주사500mg,U.K,100ML/50BAG/BOX,"  63,612 ",2017
180,전문,비브라운0.45%염화나트륨주사액,MALAYSIA,500ML/PACK,"  4,855 ",2017
181,전문,비브라운0.9%생리식염주사액,MALAYSIA,1000ML/PACK,"  49,308 ",2017
182,전문,비브라운0.9%생리식염주사액,MALAYSIA,100ML/PACK,"  367,340 ",2017
183,전문,비브라운0.9%생리식염주사액,MALAYSIA,500ML/PACK,"  47,190 ",2017
184,전문,비브라운10%포도당주사액,MALAYSIA,1000ML/PACK,"  3,822 ",2017
185,전문,비브라운10%포도당주사액,MALAYSIA,500ML/PACK,"  2,553 ",2017
186,전문,비브라운5%포도당주사액,MALAYSIA,1000ML/PACK,"  5,837 ",2017
187,전문,비브라운5%포도당주사액,MALAYSIA,100ML/PACK,"  103,687 ",2017
188,전문,비브라운5%포도당주사액,MALAYSIA,500ML/PACK,"  47,443 ",2017
189,전문,비브라운5%포도당생리식염주사액,MALAYSIA,1000ML/PACK,"  35,201 ",2017
190,전문,비브라운5%포도당생리식염주사액,MALAYSIA,500ML/PACK,"  26,300 ",2017
191,전문,비브라운하트만액,MALAYSIA,1000ML/PACK,"  18,652 ",2017
192,전문,비브라운하트만액,MALAYSIA,500ML/PACK,"  26,018 ",2017
193,전문,비브라운멸균주사용증류수,MALAYSIA,500ML/PACK,"  15,812 ",2017
194,전문,벨카이라주,USA,2ML/4VIAL/BOX,"  246,753 ",2017
195,전문,베네픽스주,USA,5ML/VIAL/PACK,"  19,119,357 ",2017
196,전문,벤리스타주120밀리그램,U.K,1VIAL/PACK,"  67,903 ",2017
197,전문,베리플라스트-피콤비세트1mL,GERMANY,1ML/4VIAL/SET,"  618,096 ",2017
198,전문,베리플라스트-피콤비세트3mL,GERMANY,3ML/4VIAL/SET,"  1,229,746 ",2017
199,전문,베타페론주사,GERMANY,3ML/15VIAL/PACK,"  1,357,657 ",2017
200,전문,베타간점안액0.5%,IRELAND,5ML/BOTTLE,"  19,544 ",2017
201,전문,베타미가서방정25밀리그램,NETHERLANDS,10TAB/1PTP/BOX,"  5,400 ",2017
202,전문,베타미가서방정25밀리그램,NETHERLANDS,10TAB/9PTP/BOX,"  2,602 ",2017
203,전문,베타미가서방정50밀리그램,NETHERLANDS,10TAB/9PTP/BOX,"  21,354,354 ",2017
204,전문,베톱틱점안액,BELGIUM,5ML/1BOTTLE/PACK,  35 ,2017
205,전문,베톱틱-에스점안액,USA,5ML/1BOTTLE/PACK,"  889,169 ",2017
206,전문,비백산,GERMANY,650G/16BAG/BOX(A형),"  350,191 ",2017
207,전문,비백산,GERMANY,650G/16BAG/BOX(B형),"  7,879,295 ",2017
208,전문,비백산,GERMANY,900G/12BAG/BOX(A형),"  16,872 ",2017
209,전문,비백산,GERMANY,900G/12BAG/BOX(B형),"  227,834 ",2017
210,전문,바이카트산,SWEDEN,650G/10CAN/BOX,"  4,997,802 ",2017
211,전문,바이카트산,SWEDEN,720G/10CAN/BOX,"  129,480 ",2017
212,전문,바이드라이산,FRANCE,750G/BOTTLE(원추형용기PP),"  407,015 ",2017
213,전문,바이드라이산,FRANCE,750G/BOTTLE(원통형용기PE),"  45,611 ",2017
214,전문,비노스토발포정,SWITZERLAND,4TAB/1ALU-ALU/BOX,"  268,200 ",2017
215,전문,바이오캅지,EGYPT,650G/BOTTLE,"  445,291 ",2017
216,전문,브레오신주(바이알),JAPAN,15MG/1VIAL/BOX,"  191,160 ",2017
217,전문,블린사이토주35마이크로그램,USA,35MCG/1VIAL/PACK,"  1,842,612 ",2017
218,전문,본알파하이연고,JAPAN,10G/TUBE,"  112,460 ",2017
219,전문,본왁스,BELGIUM,2.5GX24포/BOX,"  126,043 ",2017
220,전문,본비바정150밀리그램,SWITZERLAND,1TAB/1PTP/PACK,"  1,745,798 ",2017
221,전문,본비바주,SWITZERLAND,3ML/1SYRINGE/PACK,"  3,339,560 ",2017
222,전문,부스트릭스프리필드시린지,BELGIUM,0.5ML/10PFS/PACK,"  4,511,092 ",2017
223,전문,부스트릭스프리필드시린지,BELGIUM,0.5ML/1PFS/PACK,"  1,172,436 ",2017
224,전문,보톡스주,IRELAND,100UNIT/1VIAL/PACK,"  2,758,423 ",2017
225,전문,보톡스주50단위,IRELAND,50UNIT/1VIAL/PACK,"  2,458,780 ",2017
226,전문,브레디닌정50밀리그램,JAPAN,10TAB/10PTP/BOX,"  538,124 ",2017
227,전문,브렌시스50밀리그램프리필드시린지,KOREA,50MG/4PFS/CARTON,"  220,478 ",2017
228,전문,브리디온주,NETHERLANDS,2ML/10VIAL/PACK,"  2,627,626 ",2017
229,전문,브릴린타정60밀리그램,SWEDEN,10TAB/6PTP/PACK,"  67,346 ",2017
230,전문,브릴린타정90밀리그램,SWEDEN,14TAB/4PTP/PACK,"  2,830,793 ",2017
231,전문,브린텔릭스정10밀리그램,DENMARK,14TAB/2PTP/PACK,"  1,683,624 ",2017
232,전문,브린텔릭스정20밀리그램,DENMARK,14TAB/2PTP/PACK,"  663,955 ",2017
233,전문,브린텔릭스정5밀리그램,DENMARK,14TAB/2PTP/PACK,"  720,489 ",2017
234,전문,비에스에스플러스(BSSPLUS)액,USA,(480ML/BOTTLE)+(20ML/VIAL)/PACK,"  921,044 ",2017
235,전문,비에스에스액15밀리리터,BELGIUM,15ML/1BOTTLE/PACK,"  38,248 ",2017
236,전문,비에스에스액플라스틱백타입,CANADA,500ML/BAG,"  373,444 ",2017
237,전문,비에스에스액,USA,500ML/1BOTTLE/PACK,"  350,595 ",2017
238,전문,부페닐정500밀리그램,USA,250TAB/BOTTLE,"  165,000 ",2017
239,전문,부설펙스주(바이알)(부설판),JAPAN,10ML/8VIAL/PACK,"  1,489,880 ",2017
240,전문,바이에타펜주10마이크로그램,U.K,1SYRINGE/PACK,"  15,624 ",2017
241,전문,바이에타펜주5마이크로그램,U.K,1SYRINGE/PACK,"  13,104 ",2017
242,전문,카듀엣정10/20밀리그램,USA,30TAB/BOTTLE,"  153,615 ",2017
243,전문,카듀엣정5mg/10mg,USA,30TAB/BOTTLE,"  4,559,875 ",2017
244,전문,카듀엣정5mg/20mg,USA,30TAB/BOTTLE,"  876,178 ",2017
245,전문,카듀엣정5mg/40mg,USA,30TAB/BOTTLE,"  181,020 ",2017
246,전문,케릭스주사,BELGIUM,10ML/1VIAL/PACK,"  2,024,434 ",2017
247,전문,케릭스주사,BELGIUM,25ML/VIAL/PACK,"  277,469 ",2017
248,전문,칼도롤주사액,USA,4ML/10VIAL/PACK,"  496,650 ",2017
249,전문,칼도롤주사액,USA,4ML/1VIAL/PACK,"  794,811 ",2017
250,전문,칼도롤주사액,USA,8ML/1VIAL/PACK,"  309,990 ",2017
251,전문,칸시다스주70밀리그램,USA,10ML/1VIAL/PACK,"  456,083 ",2017
252,전문,칸시다스주50밀리그램,U.K,50MG/VIAL/PACK,"  4,027,366 ",2017
253,전문,씨에이피디17밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  373,547 ",2017
254,전문,씨에이피디18밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  18,833 ",2017
255,전문,씨에이피디19밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  144,890 ",2017
256,전문,씨에이피디2밸런스복강투석액,GERMANY,1500ML/6BAG/BOX,"  564,553 ",2017
257,전문,씨에이피디2밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  8,992,535 ",2017
258,전문,씨에이피디2밸런스복강투석액,GERMANY,2500ML/4BAG/BOX,"  144,344 ",2017
259,전문,씨에이피디2밸런스복강투석액,GERMANY,3000ML/4BAG/BOX,"  1,798,806 ",2017
260,전문,씨에이피디3밸런스복강투석액,GERMANY,1500ML/6BAG/BOX,"  39,181 ",2017
261,전문,씨에이피디3밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  752,550 ",2017
262,전문,씨에이피디3밸런스복강투석액,GERMANY,2500ML/4BAG/BOX,"  18,094 ",2017
263,전문,씨에이피디3밸런스복강투석액,GERMANY,3000ML/4BAG/BOX,"  80,940 ",2017
264,전문,씨에이피디4밸런스복강투석액,GERMANY,1500ML/6BAG/BOX,"  101,701 ",2017
265,전문,씨에이피디4밸런스복강투석액,GERMANY,2000ML/4BAG/BOX,"  3,535,987 ",2017
266,전문,씨에이피디4밸런스복강투석액,GERMANY,2500ML/4BAG/BOX,"  63,593 ",2017
267,전문,씨에이피디4밸런스복강투석액,GERMANY,3000ML/4BAG/BOX,"  654,539 ",2017
268,전문,카프렐사정100밀리그램,SWEDEN,30TAB/1PTP/PACK,"  367,426 ",2017
269,전문,카프렐사정300밀리그램,SWEDEN,30TAB/1PTP/PACK,"  867,695 ",2017
270,전문,캡션치료용캡슐,FRANCE,100MCI/PACK,"  1,286 ",2017
271,전문,캡션치료용캡슐,FRANCE,30MCI/PACK,"  1,871 ",2017
272,전문,캡션치료용캡슐,FRANCE,50MCI/PACK,"  5,012 ",2017
273,전문,캡션치료용캡슐,FRANCE,80MCI/PACK,  200 ,2017
274,전문,카바글루확산정200밀리그램,FRANCE,5TAB/BOTTLE,"  5,880 ",2017
275,전문,카바글루확산정200밀리그램,FRANCE,60TAB/BOTTLE,"  134,315 ",2017
276,전문,카보신주사,NETHERLANDS,45ML/1VIAL/PACK,"  25,222 ",2017
277,전문,카보신주사,NETHERLANDS,5ML/1VIAL/PACK,"  7,466 ",2017
278,전문,카디올라이트,PUERTO RICO,5VIAL/KIT,"  87,200 ",2017
279,전문,카디옥산주500밀리그램,U.K,500MG/VIAL,"  1,264,438 ",2017
280,전문,카두라엑스엘서방정4mg,CHINA,10TAB/10PTP/CARTON,"  4,143,433 ",2017
281,전문,카나쿨린정,JAPAN,10TAB/10PTP/BOX,"  202,550 ",2017
282,전문,카소덱스정,U.K,14TAB/2PTP/PACK,"  3,959,844 ",2017
283,전문,카티젤겔,AUSTRIA,12.5G/25TUBE/BOX,"  100,931 ",2017
284,전문,카티젤겔,AUSTRIA,8.5G/25TUBE/BOX,"  63,511 ",2017
285,전문,카버젝트주사10마이크로그램,BELGIUM,1VIAL/PACK,"  22,445 ",2017
