전문/일반,품명,국가,포장단위, 금액(USD)
일반,페스내추럴비강분무액(염화나트륨),AUSTRALIA,48G/CAN,"  290,399 "
일반,페스내추럴비강분무액(염화나트륨),AUSTRALIA,98G/CAN,"  152,294 "
일반,둘코락스에스장용정,INDONESIA,10TAB/2PTP/PACK,"  1,186,558 "
일반,둘코락스에스장용정,INDONESIA,10TAB/4PTP/PACK,"  1,907,893 "
일반,둘코락스에스장용정,INDONESIA,500TAB/BOTTLE,"  466,840 "
일반,굿윌스피그젤라틴공캡슐0호,CHINA,100000CAP/CARTON,"  4,050 "
일반,굿윌스피그젤라틴공캡슐2호,CHINA,125000CAP/CARTON,  288 
일반,굿윌스피그젤라틴공캡슐2호,CHINA,175000CAP/CARTON,"  1,610 "
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,100000CAP/CARTON,"  271,540 "
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,10000CAP/CARTON,  24 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,14000CAP/CARTON,  1 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,19000CAP/CARTON,  46 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,30000CAP/CARTON,  161 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,37000CAP/CARTON,  89 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,50000CAP/CARTON,  120 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,65000CAP/CARTON,  156 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,67000CAP/CARTON,  7 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,74000CAP/CARTON,  178 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,75000CAP/CARTON,  180 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,79000CAP/CARTON,  190 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,80000CAP/CARTON,  236 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,85000CAP/CARTON,  455 
일반,굿윌스보바인젤라틴공캡슐0호,CHINA,98000CAP/CARTON,  524 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,100000CAP/CARTON,"  150,651 "
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,102000CAP/CARTON,  263 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,108000CAP/CARTON,  233 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,111000CAP/CARTON,  240 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,115000CAP/CARTON,  664 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,123000CAP/CARTON,  266 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,125000CAP/CARTON,"  209,520 "
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,175000CAP/CARTON,"  6,458 "
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,26000CAP/CARTON,  56 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,31000CAP/CARTON,  67 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,38000CAP/CARTON,  98 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,40000CAP/CARTON,  86 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,45000CAP/CARTON,  97 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,47000CAP/CARTON,  102 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,50000CAP/CARTON,  216 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,52000CAP/CARTON,  134 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,59000CAP/CARTON,  6 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,63000CAP/CARTON,  136 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,64000CAP/CARTON,  138 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,65000CAP/CARTON,  589 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,69000CAP/CARTON,  447 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,70000CAP/CARTON,  616 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,71000CAP/CARTON,  183 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,73000CAP/CARTON,  158 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,74000CAP/CARTON,  372 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,75000CAP/CARTON,  324 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,76000CAP/CARTON,  164 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,80000CAP/CARTON,  346 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,82000CAP/CARTON,  212 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,84000CAP/CARTON,  181 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,85000CAP/CARTON,  367 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,87000CAP/CARTON,  188 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,89000CAP/CARTON,  192 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,90000CAP/CARTON,"  1,036 "
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,94000CAP/CARTON,  203 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,95000CAP/CARTON,  968 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,96000CAP/CARTON,  207 
일반,굿윌스보바인젤라틴공캡슐1호,CHINA,98000CAP/CARTON,  253 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,100000CAP/CARTON,  530 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,105000CAP/CARTON,  278 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,110000CAP/CARTON,  235 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,115000CAP/CARTON,  246 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,125000CAP/CARTON,  331 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,130000CAP/CARTON,  278 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,134000CAP/CARTON,  373 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,135000CAP/CARTON,  289 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,140000CAP/CARTON,  742 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,147000CAP/CARTON,  315 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,150000CAP/CARTON,  398 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,165000CAP/CARTON,  454 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,169000CAP/CARTON,  448 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,171000CAP/CARTON,  17 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,175000CAP/CARTON,"  130,991 "
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,33000CAP/CARTON,  87 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,45000CAP/CARTON,  125 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,50000CAP/CARTON,  107 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,60000CAP/CARTON,  159 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,65000CAP/CARTON,  139 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,79000CAP/CARTON,  209 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,80000CAP/CARTON,  212 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,85000CAP/CARTON,  225 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,95000CAP/CARTON,  203 
일반,굿윌스보바인젤라틴공캡슐2호,CHINA,99000CAP/CARTON,  212 
일반,굿윌스보바인젤라틴공캡슐4호,CHINA,300000CAP/CARTON,"  17,808 "
일반,"스트렙실허니앤레몬트로키(플루르비프로펜),스트렙실오렌지트로키(플루르비프로펜)",UK,(12TROCHE/1PTP)X72CARTON/CASE,"  399,575 "
일반,미니온플라스타,JAPAN,60매/CASE,"  545,005 "
일반,미니온플라스타,JAPAN,96매/CASE,"  347,840 "
일반,노자임캡슐10000(판크레아틴장용성제피미세정),GERMANY,100CAP/1BOTTLE/BOX,"  233,822 "
일반,레반에이치주입연고,JAPAN,2G/10BOTTLE/BOX,"  177,445 "
일반,뮤타플로현탁액(E.colistrainNissle1917),GERMANY,1ML/5AMP/PACK,"  1,650 "
일반,마이크로실드2액(클로르헥시딘글루콘산염),AUSTRALIA,1.5L/BOTTLE,"  104,409 "
일반,마이크로실드2액(클로르헥시딘글루콘산염),AUSTRALIA,500ML/BOTTLE,"  140,118 "
일반,비오플250산(사카로마이세스보울라르디균),FRANCE,200포/CASE,"  7,435,586 "
일반,칼트레이트디400,AUSTRALIA,60TAB/1BOTTLE/CARTON,"  68,693 "
일반,테라플루콜드앤코프나이트타임건조시럽,USA,10.060G/10SACHET/CARTON,"  469,170 "
일반,테라플루콜드앤코프데이타임건조시럽,USA,10.060G/10SACHET/CARTON,"  593,331 "
일반,미야리산엔젤과립,JAPAN,70G/BOTTLE,"  122,417 "
