전문/일반,품명,국가,포장단위, 금액(USD)
전문,나로핀주사2밀리그램/밀리리터,IRELAND,20ML/5AMP/CARTON,"  224,624 "
전문,나로핀주사7.5밀리그램/밀리리터,IRELAND,20ML/5AMP/CARTON,"  1,195,189 "
일반,나박점안액,FRANCE,10ML/BOTTLE,"  107,628 "
전문,나벨빈주,FRANCE,1ML/10VIAL/BOX,"  153,259 "
전문,나벨빈주,FRANCE,5ML/10VIAL/BOX,"  187,546 "
전문,나이트로프레스주,USA,2ML/VIAL,"  20,325 "
전문,나자코트비액,U.K,16.5G/1BOTTLE/PACK,"  351,504 "
전문,나제아오디정0.1mg,JAPAN,10TAB/1PTP/BOX,"  512,889 "
전문,나제아주사액0.3밀리그램,JAPAN,2ML/5AMP/BOX,"  7,480,199 "
전문,나조넥스나잘스프레이,BELGIUM,140DOSE/1BOTTLE/PACK,"  1,063,486 "
전문,나조넥스나잘스프레이,SINGAPORE,140DOSE/1BOTTLE/PACK,"  918,127 "
전문,나테스토나잘겔,CANADA,11G/BOTTLE,"  312,531 "
일반,나프원큐에스연질캡슐,VIETNAM,10CAP/1PTP/BOX,  150 
전문,너링스정,USA,180TAB/BOTTLE,"  38,465 "
전문,네비도주사바이알,GERMANY,4ML/VIAL,"  5,882,670 "
전문,네비레트정,ITALY,10TAB/3PTP/BOX,"  1,682,936 "
전문,네스프프리필드시린지주120,JAPAN,0.5ML/1PFS/PACK,"  5,454,331 "
전문,네스프프리필드시린지주20,JAPAN,0.5ML/1PFS/PACK,"  1,139,268 "
전문,네스프프리필드시린지주30,JAPAN,0.5ML/1PFS/PACK,"  1,122,488 "
전문,네스프프리필드시린지주40,JAPAN,0.5ML/1PFS/PACK,"  1,515,932 "
전문,네스프프리필드시린지주60,JAPAN,0.5ML/1PFS/PACK,"  2,072,635 "
전문,네시나메트정12.5/1000밀리그램,USA,10TAB/6PTP/BOX,"  1,738,762 "
전문,네시나메트정12.5/1000밀리그램,USA,10TAB/6PTP/CARTON,"  566,206 "
전문,네시나메트정12.5/500밀리그램,USA,10TAB/6PTP/BOX,"  1,459,878 "
전문,네시나메트정12.5/500밀리그램,USA,10TAB/6PTP/CARTON,"  1,132,655 "
전문,네시나메트정12.5/850밀리그램,GERMANY,10TAB/6PTP/BOX,"  456,919 "
전문,네시나액트정25/15밀리그램,USA,10TAB/10PTP/BOX,"  3,390,807 "
전문,네시나액트정25/15밀리그램,USA,10TAB/10PTP/CARTON,"  877,878 "
전문,네시나액트정25/30밀리그램,USA,10TAB/10PTP/BOX,"  1,969,477 "
전문,네시나액트정25/30밀리그램,USA,10TAB/10PTP/CARTON,"  1,023,552 "
전문,네시나정12.5밀리그램,IRELAND,10TAB/10PTP/BOX,"  480,952 "
전문,네시나정12.5밀리그램,JAPAN,10TAB/10PTP/CARTON,"  287,811 "
전문,네시나정25밀리그램,IRELAND,10TAB/10PTP/BOX,"  2,225,259 "
전문,네시나정25밀리그램,JAPAN,10TAB/10PTP/CARTON,"  2,466,603 "
전문,네오미노화겐씨주20밀리리터,JAPAN,20ML/AMP,"  270,468 "
전문,네오티가손캡슐10밀리그램,ICELAND,10CAP/10PTP/BOX,"  707,408 "
전문,네프로스테릴주,AUSTRIA,250ML/10VIAL/PACK,"  24,807 "
전문,넥사바정200밀리그램,GERMANY,10TAB/6PTP/PACK,"  5,851,890 "
전문,넥시움정20밀리그람,SWEDEN,7TAB/2PTP/PACK,"  14,957,760 "
전문,넥시움정40밀리그람,SWEDEN,7TAB/2PTP/PACK,"  5,619,057 "
전문,넥시움주,SWEDEN,40MG/10VIAL/PACK,"  1,471,577 "
전문,노디트로핀노디플렉스주10mg/1.5mL,DENMARK,1.5ML/1PFP/PACK,"  12,534,993 "
전문,노디트로핀노디플렉스주15mg/1.5mL,DENMARK,1.5ML/1PFP/PACK,"  1,213,865 "
전문,노레보원정,FRANCE,1TAB/1PTP/PACK,"  669,479 "
전문,노르믹스정,ITALY,12TAB/3PTP/BOX,"  5,466,623 "
전문,노르아드레나린0.1%,SWITZERLAND,10ML/10AMP/BOX,"  92,299 "
전문,노르아드레나린0.1%,SWITZERLAND,4ML/10AMP/BOX,"  20,460 "
전문,노바스크정10밀리그램,AUSTRALIA,14TAB/2PTP/CARTON,"  4,990,476 "
전문,노바스크정2.5밀리그램,PUERTO RICO,10TAB/10BLISTER/CARTON,"  1,145,471 "
전문,노바스크정2.5밀리그램,PUERTO RICO,10TAB/3BLISTER/CARTON,"  343,772 "
전문,노바스크정5밀리그람,CHINA,10TAB/3PTP/CARTON,"  21,149,936 "
전문,노바스크정5밀리그람,CHINA,500TAB/BOTTLE,"  27,912,812 "
전문,노바스탄하이주10mg/2ml,JAPAN,2ML/10AMP/BOX,"  1,152,737 "
전문,노바콜패드,NETHERLANDS,10EA/BOX(2.5CMX5CM),  926 
전문,노바콜패드,NETHERLANDS,10EA/BOX(5CMX8CM),"  1,666 "
전문,노바콜패드,NETHERLANDS,10EA/BOX(8CMX10CM),"  2,222 "
전문,노바콜피브릴라,NETHERLANDS,0.5G/5PATCH/BOX,"  1,838,589 "
전문,노보넘정1.0밀리그람,DENMARK,15TAB/6PTP/PACK,"  48,812 "
전문,노보넘정2.0밀리그람,DENMARK,15TAB/6PTP/PACK,"  335,779 "
전문,노보래피드주100단위/밀리리터,DENMARK,10ML/1VIAL/PACK,"  1,390,393 "
전문,노보래피드플렉스펜주100단위/밀리리터,DENMARK,3ML/5PFP/PACK,"  3,602,066 "
전문,노보믹스30플렉스펜주100단위/밀리리터,DENMARK,3ML/5PFP/PACK,"  5,139,729 "
전문,노보믹스50플렉스펜주100단위/밀리리터,DENMARK,3ML/5PFP/PACK,"  848,320 "
전문,노보세븐알티주,DENMARK,"100KIU(2.0MG)/1VIAL/PACK(PFS용제,바이알아답터첨부)","  3,930,280 "
전문,노보세븐알티주,DENMARK,"250KIU(5.0MG)/1VIAL/PACK(PFS용제,바이알아답터첨부)","  4,333,268 "
전문,노보세븐알티주,DENMARK,"50KIU(1.0MG)/1VIAL/PACK(PFS용제,바이알아답터첨부)","  1,028,419 "
전문,노보콜100주(카트리지),CANADA,1.8ML/50CARTRIDGE/BOX,"  548,707 "
전문,노보헬리젠데포메인터넌스트리트먼트A,GERMANY,4.5ML/2VIAL/BOX,"  13,690 "
전문,노보헬리젠데포메인터넌스트리트먼트B,GERMANY,4.5ML/2VIAL/BOX,"  289,798 "
전문,노보헬리젠데포이니셜트리트먼트A,GERMANY,4.5ML/3VIAL/BOX,"  5,577 "
전문,노보헬리젠데포이니셜트리트먼트B,GERMANY,4.5ML/3VIAL/BOX,"  87,269 "
전문,노비르정,GERMANY,30TAB/BOTTLE,"  56,923 "
일반,노자임캡슐,GERMANY,100CAP/1BOTTLE/BOX,"  1,728,466 "
일반,노자임캡슐10000,GERMANY,100CAP/1BOTTLE/BOX,"  160,066 "
일반,노자임캡슐40000,GERMANY,100CAP/1BOTTLE/BOX,"  634,705 "
일반,노코리즈액,FRANCE,1L/BOTTLE,"  35,637 "
일반,노페로캡슐,GERMANY,100CAP/1BOTTLE/BOX,"  13,005 "
일반,노페로캡슐,GERMANY,30CAP/1BOTTLE/BOX,"  125,052 "
전문,녹더나설하정25마이크로그램,SWEDEN,10TAB/3PTP/BOX,"  119,173 "
전문,녹더나설하정50마이크로그램,SWEDEN,10TAB/3PTP/BOX,"  89,674 "
전문,녹사필장용정100밀리그램,NETHERLANDS,12TAB/2PTP/PACK,"  2,422,596 "
전문,녹사필현탁액,CANADA,105ML/BOTTLE,"  132,301 "
전문,놀바덱스디정,U.K,10TAB/3PTP/PACK,"  2,604,853 "
전문,놀바덱스정,U.K,10TAB/3PTP/PACK,"  805,695 "
전문,누칼라주,USA,10ML/1VIAL/PACK,"  463,653 "
전문,뉴라스타프리필드시린지주,PUERTO RICO,0.6ML/1PFS/BOX,"  16,279,337 "
전문,뉴론틴정600밀리그램,PUERTO RICO,10TAB/10BLISTER/PACK,"  2,869,851 "
전문,뉴론틴정800밀리그램,PUERTO RICO,10TAB/10BLISTER/BOX,"  287,097 "
전문,뉴론틴정800밀리그램,PUERTO RICO,10TAB/10BLISTER/PACK,"  428,951 "
전문,뉴론틴캡슐100밀리그램,GERMANY,10CAP/9PTP/BOX,"  1,105,219 "
전문,뉴론틴캡슐100밀리그램,GERMANY,200CAP/BOTTLE,"  3,886,409 "
전문,뉴론틴캡슐300밀리그램,GERMANY,10CAP/9PTP/BOX,"  1,911,347 "
전문,뉴론틴캡슐300밀리그램,GERMANY,200CAP/BOTTLE,"  6,516,098 "
전문,뉴론틴캡슐400밀리그램,GERMANY,10CAP/9PTP/BOX,"  1,181,395 "
전문,뉴롤라이트,USA,2VIAL/KIT,"  446,618 "
전문,뉴마스트세립4밀리그램,GERMANY,28SACHET/PACK,"  27,701 "
전문,뉴베카정300밀리그램,GERMANY,16TAB/7PTP/BOX,"  613,389 "
일반,뉴브이로토이엑스점안액,JAPAN,12ML/BOTTLE,"  805,590 "
전문,뉴트리플렉스48주사,SWITZERLAND,1000ML/BAG,"  290,634 "
전문,뉴트리플렉스리피드스페셜주사,GERMANY,1250ML/PACK,"  294,832 "
전문,뉴트리플렉스리피드페리주사,GERMANY,1250ML/PACK,"  1,976,239 "
전문,뉴트리플렉스리피드페리주사,GERMANY,1875ML/PACK,"  271,624 "
전문,뉴트리플렉스리피드플러스주사,GERMANY,1875ML/PACK,"  30,873 "
전문,뉴트리플렉스오메가스페셜주,GERMANY,1250ML/BAG,"  218,328 "
전문,뉴트리플렉스오메가플러스주,GERMANY,1875ML/BAG,"  131,237 "
전문,뉴트리플렉스페리40주사,SWITZERLAND,1000ML/BAG,"  539,054 "
일반,니조랄2%액,BELGIUM,120ML/BOTTLE,"  2,844,000 "
일반,니코레트껌2밀리그람-쿨민트향,SWEDEN,15EA/2PTP/PACK,"  2,430,984 "
일반,니코레트껌4밀리그람-쿨민트향,SWEDEN,15EA/2PTP/PACK,"  930,282 "
일반,니코레트인비지패취,GERMANY,7매/PACK(13.5X13.5CM),"  151,676 "
일반,니코레트인비지패취,GERMANY,7매/PACK(22.5X22.5CM),"  180,994 "
일반,니코레트인비지패취,GERMANY,7매/PACK(9X9CM),"  121,504 "
일반,니코틴엘TTS10,GERMANY,7PCS/PACK,"  260,904 "
일반,니코틴엘TTS20,GERMANY,7PCS/PACK,"  464,253 "
일반,니코틴엘TTS30,GERMANY,7PCS/PACK,"  423,336 "
일반,니코틴엘껌2밀리그램(민트),DENMARK,12EA/2PTP/PACK,"  554,890 "
일반,니코틴엘로젠즈민트향트로키1밀리그램,SWITZERLAND,12EA/3PTP/PACK,"  409,398 "
전문,니트로링구알스프레이,GERMANY,14.4ML/BOTTLE,"  149,383 "
전문,니트로링구알주사,GERMANY,10ML/10AMP/BOX,"  136,596 "
전문,니트로링구알주사,GERMANY,50ML/1VIAL/BOX,"  372,727 "
전문,닌라로캡슐2.3밀리그램,USA,1CAP/3PTP/BOX,"  73,302 "
전문,닌라로캡슐3밀리그램,USA,1CAP/3PTP/BOX,"  511,633 "
전문,닌라로캡슐4밀리그램,USA,1CAP/3PTP/BOX,"  921,120 "
일반,다나펜카타플라스마,TAIWAN,6PIECES/PACK(7CMX14CM),"  269,297 "
전문,다이보넥스연고,DENMARK,30G/TUBE,"  223,675 "
전문,다이보베트연고,DENMARK,60G/TUBE,"  1,247,115 "
전문,다이아그노스틱알러젠익스트렉트,U.K,2ML/VIAL,"  45,806 "
전문,다이아닐피디-투액1.5%,SINGAPORE,5000ML/2BAG/BOX,"  75,993 "
전문,다이아닐피디-투액2.5%,SINGAPORE,5000ML/2BAG/BOX,"  58,194 "
전문,다이아닐피디-투액4.25%,SINGAPORE,5000ML/2BAG/BOX,"  5,632 "
전문,다이아벡스엑스알서방정,U.K,15TAB/4PTP/PACK,"  3,368,351 "
전문,다이아벡스엑스알서방정1000밀리그램,U.K,10TAB/6PTP/PACK,"  5,660,568 "
전문,다이이치염화탈륨(201TI)주사액,JAPAN,10MCI(370MBQ)VIAL(5ML)/VIAL,"  338,101 "
전문,다이이치염화탈륨(201TI)주사액,JAPAN,4MCI(148MBQ)VIAL(2ML)/VIAL,"  229,546 "
전문,다잘렉스주,USA,20ML/VIAL,"  8,298,519 "
전문,다잘렉스주,USA,5ML/VIAL,"  1,069,863 "
일반,다케다알보칠콘센트레이트액,GERMANY,100ML/BOTTLE,"  130,050 "
일반,다케다알보칠콘센트레이트액,GERMANY,5ML/BOTTLE,"  1,186,656 "
전문,다코젠주,BELGIUM,50MG/1VIAL/PACK,"  5,573,492 "
전문,닥사스정500마이크로그램,SWEDEN,10TAB/3PTP/BOX,"  1,511,487 "
일반,단아팬에프카타플라스마,TAIWAN,6매/PACK(7X14CM2),"  63,747 "
전문,답토주350밀리그램,SPAIN,350MG/5VIAL/CARTON,"  104,521 "
전문,답토주500밀리그램,SPAIN,500MG/5VIAL/CARTON,"  128,148 "
전문,더모베이트액,GERMANY,25ML/1BOTTLE/PACK,"  118,470 "
전문,더모베이트액,GERMANY,50ML/1BOTTLE/PACK,"  869,048 "
전문,더모베이트연고,U.K,15G/1TUBE/PACK,"  293,593 "
일반,더생우쿵카오경고제,TAIWAN,6매(10CMX15CM)/PACK,"  161,352 "
일반,더존오팔레센스10%,USA,1.2ML/4SYRINGE/10BOX/KIT(리필키트),"  48,795 "
전문,데비킨주,INDIA,129.6MG/1VIAL/BOX,"  1,145,631 "
전문,데스오웬로션0.05%,ARGENTINA,120ML/BOTTLE,"  1,652,327 "
전문,데스코비정200/10mg,U.K,30TAB/BOTTLE,"  666,965 "
전문,데스코비정200/25mg,U.K,30TAB/BOTTLE,"  1,588,629 "
전문,데카펩틸-데포,GERMANY,1SET/BOX,"  6,349,506 "
전문,데카펩틸주0.1밀리그램,SWITZERLAND,1ML/7PFS/BOX,"  491,065 "
전문,데파코트서방정250밀리그램,BRAZIL,100TAB/BOTTLE,"  1,892,605 "
전문,데파코트서방정250밀리그램,BRAZIL,30TAB/BOTTLE,"  300,344 "
전문,데파코트서방정500밀리그램,BRAZIL,100TAB/BOTTLE,"  4,601,774 "
전문,데파코트서방정500밀리그램,BRAZIL,30TAB/BOTTLE,"  593,298 "
전문,데파코트스프링클캡슐,USA,100CAP/1BOTTLE/BOX,"  515,585 "
전문,데파코트스프링클캡슐,USA,30CAP/1BOTTLE/BOX,"  102,375 "
전문,데피니티주,USA,1.5ML/4VIAL/BOX,"  63,600 "
전문,데피텔리오주200밀리그램,ITALY,2.5MG/10VIAL/BOX,"  4,375,477 "
전문,덱사겔점안겔,GERMANY,5G/1TUBE/PACK,"  10,418 "
일반,덱스원큐에스연질캡슐,VIETNAM,10CAP/1PTP/BOX,"  75,888 "
전문,덱실란트디알캡슐30밀리그램,USA,10CAP/6PTP/BOX,"  4,108,691 "
전문,덱실란트디알캡슐60밀리그램,USA,10CAP/6PTP/BOX,"  1,562,633 "
전문,델스트리고정,NETHERLANDS,30TAB/1BOTTLE/PACK,"  118,060 "
전문,도바토정,USA,30TAB/1BOTTLE/PACK,"  12,394,853 "
전문,도타렘주,FRANCE,10ML/1VIAL/BOX,"  102,069 "
전문,도타렘주,FRANCE,15ML/1VIAL/BOX,"  47,680 "
전문,도타렘주,FRANCE,20ML/1VIAL/BOX,"  20,980 "
전문,도타렘주프리필드시린지,FRANCE,10ML/1PFS/BOX,"  392,788 "
전문,도타렘주프리필드시린지,FRANCE,15ML/10PFS/BOX,"  4,764,403 "
전문,도타렘주프리필드시린지,FRANCE,20ML/10PFS/BOX,"  973,894 "
전문,도타렘주프리필드시린지,FRANCE,20ML/1PFS/BOX,  59 
전문,독소루빈주사0.2%,NETHERLANDS,25ML/1VIAL/PACK,"  70,009 "
전문,독소루빈주사0.2%,NETHERLANDS,5ML/1VIAL/PACK,"  30,841 "
일반,둘코락스에스장용정,INDONESIA,10TAB/2PTP/PACK,"  923,604 "
일반,둘코락스에스장용정,INDONESIA,10TAB/4PTP/PACK,"  3,799,197 "
일반,둘코락스에스장용정,INDONESIA,500TAB/BOTTLE,"  614,523 "
일반,둘코락스좌약,INDONESIA,50SUPP/1FOIL/PACK,"  779,049 "
일반,둘코락스좌약,INDONESIA,5SUPP/1FOIL/PACK,"  137,665 "
일반,둘코락스좌약,INDONESIA,5TAB/10STRIP/PACK,"  257,813 "
일반,둘코락스좌약,INDONESIA,5TAB/1STRIP/PACK,"  23,386 "
일반,둘코소프트산,AUSTRIA,10G/10SACHET/BOX,  33 
일반,둘코소프트산,AUSTRIA,10G/10포/BOX,"  534,001 "
일반,둘코소프트산,AUSTRIA,10G/20SACHET/BOX,  33 
전문,듀라토신알티에스주,GERMANY,1ML/5VIAL/PACK,"  857,508 "
일반,듀라티얼즈안연고,BELGIUM,3.5G/1TUBE/PACK,"  1,114,216 "
일반,듀라프렙외용액,USA,26ML/20KIT/CASE,"  297,754 "
전문,듀악겔3%,U.K,30G/TUBE,"  630,833 "
전문,듀악겔5%,U.K,15G/TUBE,"  425,836 "
전문,듀어클리어제뉴에어400/12마이크로그램,SPAIN,60DOSE/1INHALOR/BOX,"  243,117 "
전문,듀얼콥점안액,FRANCE,10ML/BOTTLE,"  283,952 "
전문,듀오다트캡슐,GERMANY,30CAP/BOTTLE,"  1,339,936 "
전문,듀오레스피스피로맥스160/4.5마이크로그램,NETHERLANDS,120DOSES/1INHALER/PACK,"  457,821 "
전문,듀오레스피스피로맥스320/9마이크로그램,NETHERLANDS,60DOSES/1INHALER/PACK,"  114,380 "
전문,듀오트라브점안액,SINGAPORE,2.5ML/BOTTLE,"  162,397 "
일반,듀파센스시럽(자두향),NETHERLANDS,15ML/20STICK/PACK,"  33,214 "
전문,듀파스톤정,NETHERLANDS,20TAB/1PTP/BOX,"  409,250 "
전문,듀폰염화탈륨(201TI)주사액,USA,11MCI/VIAL,"  21,575 "
전문,듀폰염화탈륨(201TI)주사액,USA,19.8MCI/VIAL,"  5,687 "
전문,듀폰염화탈륨(201TI)주사액,USA,6.6MCI/VIAL,  - 
전문,듀폰염화탈륨(201TI)주사액,USA,8.8MCI/VIAL,"  3,978 "
전문,듀피젠트프리필드주200밀리그램,USA,1.14ML/2PFS/BOX,"  629,596 "
전문,듀피젠트프리필드주300밀리그램,USA,2ML/2PFS/PACK,"  37,583,043 "
일반,드리클로액,U.K,20ML/BOTTLE,"  1,394,914 "
일반,득생장수고,TAIWAN,6PIECES/PACK(10CMX15CM),"  187,474 "
일반,득생활혈산통고,TAIWAN,6매(10CMX15CM)/PACK,"  102,938 "
전문,"디3베이스경구드롭스10,000IU/mL",ITALY,10ML/BOTTLE,"  291,904 "
전문,"디3베이스경구솔루션25,000IU/2.5mL",ITALY,2.5ML/BOTTLE,"  219,828 "
전문,디비겔0.1%겔,FINLAND,28SACHET/PACK,"  186,953 "
전문,디스포트주,U.K,500UNIT/1VIAL/PACK,"  1,211,043 "
전문,디아미크롱서방정,CHINA,30TAB/2PTP/BOX,"  1,097,332 "
전문,디아미크롱서방정,CHINA,500TAB/1BOTTLE/BOX,"  2,341,322 "
전문,디아미크롱서방정60밀리그램,FRANCE,15TAB/6PTP/BOX,"  5,255,732 "
전문,디아카트산,GERMANY,650G/10CAN/CARTON,"  79,898 "
일반,디어미순정,FRANCE,28TAB/1PTP/PACK,"  360,224 "
일반,디어미정,SWITZERLAND,21TAB/1PTP/PACK,"  73,124 "
전문,디에노정,INDIA,14TAB/2PTP/PACK,"  27,937 "
전문,디오반필름코팅정160밀리그램,SPAIN,14TAB/7PTP/PACK,"  2,766,414 "
전문,디오반필름코팅정160밀리그램,SWITZERLAND,14TAB/7PTP/PACK,"  1,771,819 "
전문,디오반필름코팅정320밀리그램,SPAIN,14TAB/2PTP/PACK,"  212,782 "
전문,디오반필름코팅정320밀리그램,SWITZERLAND,14TAB/2PTP/PACK,"  305,642 "
전문,디오반필름코팅정40밀리그램,SWITZERLAND,14TAB/2PTP/PACK,"  3,389,781 "
전문,디오반필름코팅정80밀리그램,SPAIN,14TAB/7PTP/PACK,"  4,368,206 "
전문,디오반필름코팅정80밀리그램,SWITZERLAND,14TAB/7PTP/PACK,"  3,769,747 "
전문,디쿠아스점안액3%,JAPAN,5ML/BOTTLE,"  1,527,196 "
전문,디클렉틴장용정,CANADA,100TAB/BOTTLE,"  1,647,330 "
전문,디클렉틴장용정,CANADA,30TAB/BOTTLE,"  207,900 "
일반,디클로메드액0.074%,ITALY,200ML/BOTTLE,"  185,942 "
전문,디테린정100밀리그램,INDIA,30TAB/1BOTTLE/PACK,"  345,832 "
전문,디트루시톨SR캡슐2밀리그람,SWEDEN,30CAP/BOTTLE,"  106,959 "
전문,디트루시톨SR캡슐4밀리그람,SWEDEN,30CAP/BOTTLE,"  321,834 "
전문,디티부스터주(프리필드시린지),DENMARK,0.5ML/5PFS/BOX,"  367,433 "
